Product_ID,Product_Name,Brand,Category,Sub_Category,Price,Original_Price,Discount_Percentage,Rating,Review_Count,Availability,Seller,Delivery_Days,Product_Popularity,Stock_Status
FLP1190,OnePlus Tab 49,OnePlus,Electronics,Tablets,18030.0,60100.0,70,3.1,48,In Stock,EliteSeller,2,40.5,Available
FLP1191,Adidas Lehenga Ultra,Adidas,Fashion,Women's Clothing,1982.5,3050.0,35,3.1,1137,In Stock,EliteSeller,1,56.6,Available
FLP1192,Nike Belt,Nike,Fashion,Accessories,3213.0,4590.0,30,4.1,1153,In Stock,DailyDeals,10,33.4,Available
FLP1193,H&M Kurti,H&M,Fashion,Women's Clothing,3074.5,4730.0,35,4.2,501,In Stock,SuperStore,2,74.6,Available
FLP1194,WOW Razor 52,WOW,Beauty,Personal Care,1007.0,1060.0,5,4.0,207,In Stock,ValueStore,5,66.8,Available
FLP1195,SG Gloves SE,SG,Sports,Cycling,5071.0,9220.0,45,4.3,214,In Stock,DailyDeals,10,60.6,Available
FLP1196,Havells Detergent Plus,Havells,Home & Kitchen,Cleaning,21128.0,26410.0,20,4.2,647,In Stock,EliteSeller,3,46.7,Available
FLP1197,Havells Duvet 27,Havells,Home & Kitchen,Bedding,28288.0,35360.0,20,4.0,1137,Out of Stock,BestDeals,5,58.4,Sold Out
FLP1198,FabIndia Blouse,FabIndia,Fashion,Women's Clothing,11305.0,11900.0,5,3.0,1090,In Stock,EliteSeller,3,73.5,Available
FLP1199,Kissan Organic Tea Ultra,Kissan,Groceries,Organic,921.5,970.0,5,4.3,756,In Stock,DailyDeals,2,74.6,Available
FLP1200,Himalaya Blush 38,Himalaya,Beauty,Makeup,589.0,620.0,5,3.9,513,In Stock,ValueStore,3,88.9,Available
FLP1201,Inalsa Vacuum Cleaner 54,Inalsa,Home & Kitchen,Cleaning,12480.0,12480.0,0,3.3,43,Limited Stock,TopBrands,1,66.8,Low Stock
FLP1202,Wilson Cycle Lite,Wilson,Sports,Cycling,10108.0,10640.0,5,2.9,88,In Stock,TechZone,2,76.7,Available
FLP1203,Oxford Politics,Oxford,Books,Non-Fiction,492.0,820.0,40,4.4,1144,Limited Stock,DailyDeals,2,86.6,Low Stock
FLP1204,Lakme Body Mist,Lakme,Beauty,Fragrances,3153.5,3710.0,15,3.2,466,In Stock,EliteSeller,2,71.6,Available
FLP1205,Chhota Bheem Car Max,Chhota Bheem,Toys,Action Figures,1781.0,2740.0,35,4.7,5,In Stock,ValueStore,10,84.6,Available
FLP1206,Biotique Blush,Biotique,Beauty,Makeup,2332.0,4240.0,45,4.4,53,Out of Stock,PrimeSeller,7,91.5,Sold Out
FLP1207,Apple Air Max,Apple,Electronics,Tablets,12616.0,31540.0,60,4.3,544,In Stock,MegaMart,3,80.4,Available
FLP1208,Bloomsbury Science,Bloomsbury,Books,Non-Fiction,264.0,330.0,20,4.3,5,In Stock,BestDeals,1,78.4,Available
FLP1209,Reebok Cycle,Reebok,Sports,Cycling,13790.0,19700.0,30,3.6,87,Out of Stock,FlashSale,3,46.0,Sold Out
FLP1210,LG Notebook 83,LG,Electronics,Laptops,14058.0,46860.0,70,2.8,397,Out of Stock,EliteSeller,3,73.7,Sold Out
FLP1211,Inalsa Frame 93,Inalsa,Home & Kitchen,Decor,65900.0,65900.0,0,3.9,588,In Stock,BrandHub,3,43.5,Available
FLP1212,Dabur Lentils Lite,Dabur,Groceries,Staples,513.0,540.0,5,1.8,527,Out of Stock,ShopKart,2,88.9,Sold Out
FLP1213,WOW Hair Serum 78,WOW,Beauty,Haircare,663.0,780.0,15,4.4,126,In Stock,SuperStore,3,31.7,Available
FLP1214,H&M Sling Bag Lite,H&M,Fashion,Bags,8580.0,14300.0,40,5.0,622,In Stock,QuickMart,10,62.3,Available
FLP1215,Oxford Economics Lite,Oxford,Books,Non-Fiction,225.0,300.0,25,4.5,135,In Stock,ValueStore,3,35.2,Available
FLP1216,Adidas Shirt Pro,Adidas,Fashion,Men's Clothing,2488.0,6220.0,60,3.6,196,In Stock,TechZone,10,100.0,Available
FLP1217,S. Chand Workbook 51,S. Chand,Books,Educational,387.0,1290.0,70,3.4,686,In Stock,MegaMart,2,62.0,Available
FLP1218,Neutrogena Body Wash 25,Neutrogena,Beauty,Personal Care,1980.0,3960.0,50,3.9,524,In Stock,TopBrands,5,58.9,Available
FLP1219,Xiaomi DSLR 93,Xiaomi,Electronics,Cameras,134442.0,149380.0,10,4.3,945,Limited Stock,TechZone,7,53.6,Low Stock
FLP1220,Nike Kurti 10,Nike,Fashion,Women's Clothing,4904.0,6130.0,20,3.7,535,In Stock,TechZone,1,31.8,Available
FLP1221,LG Book,LG,Electronics,Laptops,103600.0,103600.0,0,4.5,420,In Stock,ValueStore,7,65.9,Available
FLP1222,Apple 5G Ultra,Apple,Electronics,Smartphones,40352.0,50440.0,20,4.7,49,Out of Stock,RetailWorld,2,91.2,Sold Out
FLP1223,Neutrogena Conditioner,Neutrogena,Beauty,Haircare,1547.0,1820.0,15,3.6,229,In Stock,EliteSeller,5,56.7,Available
FLP1224,Vivo Watch Pro Pro,Vivo,Electronics,Smartwatches,39179.0,55970.0,30,3.7,154,In Stock,SmartBuy,1,75.1,Available
FLP1225,Van Heusen Handbag,Van Heusen,Fashion,Bags,3116.0,7790.0,60,3.1,139,Out of Stock,BestDeals,5,83.1,Sold Out
FLP1226,Bajaj Detergent Lite,Bajaj,Home & Kitchen,Cleaning,42500.0,42500.0,0,5.0,1806,In Stock,DailyDeals,7,61.2,Available
FLP1227,Apple 360 Cam Lite,Apple,Electronics,Cameras,7049.0,7420.0,5,4.4,249,Limited Stock,SuperStore,7,66.2,Low Stock
FLP1228,Cello Bed Sheet,Cello,Home & Kitchen,Bedding,53475.5,56290.0,5,3.3,1113,In Stock,MegaMart,1,45.8,Available
FLP1229,Adidas Sling Bag Max,Adidas,Fashion,Bags,3402.0,4860.0,30,3.7,498,In Stock,ShopKart,1,26.6,Available
FLP1230,OnePlus Watch Pro,OnePlus,Electronics,Smartwatches,8928.0,22320.0,60,4.0,791,In Stock,SuperStore,2,67.3,Available
FLP1231,Nivia Jump Rope 90,Nivia,Sports,Fitness,23210.0,23210.0,0,3.5,349,In Stock,TopBrands,2,83.2,Available
FLP1232,Bosch Juicer Plus,Bosch,Home & Kitchen,Kitchen Appliances,61938.0,68820.0,10,3.5,430,In Stock,MegaMart,3,76.3,Available
FLP1233,Xiaomi S,Xiaomi,Electronics,Smartphones,8752.5,11670.0,25,3.6,339,Limited Stock,PrimeSeller,7,72.7,Low Stock
FLP1234,Oppo Fitness Band 76,Oppo,Electronics,Smartwatches,42113.5,44330.0,5,3.6,108,In Stock,TechZone,1,60.6,Available
FLP1235,Funskool Flash Cards 41,Funskool,Toys,Educational Toys,1650.0,2750.0,40,3.3,640,In Stock,ShopKart,5,70.2,Available
FLP1236,Tata Juice Pro,Tata,Groceries,Beverages,977.5,1150.0,15,4.9,164,In Stock,ValueStore,3,100.0,Available
FLP1237,Hasbro Science Kit,Hasbro,Toys,Educational Toys,1530.0,1800.0,15,2.3,12,Limited Stock,SmartBuy,2,89.6,Low Stock
FLP1238,Chhota Bheem Frisbee,Chhota Bheem,Toys,Outdoor Toys,1512.0,3780.0,60,4.2,518,In Stock,ValueStore,5,69.6,Available
FLP1239,Nivea Hair Mask,Nivea,Beauty,Haircare,1147.5,1530.0,25,4.5,97,Out of Stock,BestDeals,2,56.0,Sold Out
FLP1240,Apple Over-ear 67,Apple,Electronics,Headphones,24777.0,27530.0,10,3.3,1410,In Stock,FlashSale,3,70.4,Available
FLP1241,Mattel Scrabble Pro,Mattel,Toys,Board Games,5200.0,6500.0,20,4.4,1538,In Stock,BestDeals,5,37.6,Available
FLP1242,Tata Salt SE,Tata,Groceries,Staples,80.0,100.0,20,3.8,1231,In Stock,BestDeals,3,100.0,Available
FLP1243,OnePlus Neo SE,OnePlus,Electronics,Smartphones,22610.0,22610.0,0,4.9,231,In Stock,TechZone,5,15.2,Available
FLP1244,Maybelline Mascara 25,Maybelline,Beauty,Makeup,199.5,210.0,5,4.2,7,Out of Stock,RetailWorld,1,92.3,Sold Out
FLP1245,Vivo Over-ear 45,Vivo,Electronics,Headphones,86898.0,124140.0,30,3.2,1317,In Stock,SmartBuy,3,65.5,Available
FLP1246,Motorola Neckband 59,Motorola,Electronics,Headphones,47230.0,94460.0,50,3.7,279,In Stock,BestDeals,1,84.8,Available
FLP1247,Nivea Razor 79,Nivea,Beauty,Personal Care,957.0,3190.0,70,3.8,1700,In Stock,SmartBuy,5,63.9,Available
FLP1248,Cello Wall Art 70,Cello,Home & Kitchen,Decor,22000.0,22000.0,0,3.7,1656,Limited Stock,EliteSeller,5,77.8,Low Stock
FLP1249,L'Oreal Conditioner 83,L'Oreal,Beauty,Haircare,295.0,590.0,50,3.9,958,Out of Stock,SmartBuy,5,89.7,Sold Out
FLP1250,Mattel Car,Mattel,Toys,Action Figures,1530.0,2040.0,25,4.3,174,Limited Stock,ShopKart,1,36.0,Low Stock
FLP1251,Tata Salt Lite,Tata,Groceries,Staples,312.0,480.0,35,4.1,243,In Stock,BestDeals,1,66.6,Available
FLP1252,SG Dumbbells,SG,Sports,Fitness,20692.5,27590.0,25,4.3,952,Out of Stock,PrimeSeller,2,69.1,Sold Out
FLP1253,Pan Macmillan Practice Papers,Pan Macmillan,Books,Educational,192.0,240.0,20,3.1,190,Out of Stock,SuperStore,3,100.0,Sold Out
FLP1254,Haldiram's Organic Ghee SE,Haldiram's,Groceries,Organic,198.0,360.0,45,4.2,92,Out of Stock,ValueStore,2,47.1,Sold Out
FLP1255,Lego Puppet Lite,Lego,Toys,Dolls,1215.0,1620.0,25,5.0,406,In Stock,TechZone,3,40.1,Available
FLP1256,OnePlus Tab,OnePlus,Electronics,Tablets,92387.5,97250.0,5,4.4,1375,Out of Stock,SuperStore,2,38.2,Sold Out
FLP1257,Apple Air Lite,Apple,Electronics,Tablets,109460.0,109460.0,0,3.0,595,Limited Stock,ValueStore,7,86.3,Low Stock
FLP1258,Motorola DSLR,Motorola,Electronics,Cameras,49695.0,99390.0,50,4.0,422,Out of Stock,TechZone,1,86.7,Sold Out
FLP1259,Puma Sunglasses Max,Puma,Fashion,Accessories,6636.0,11060.0,40,5.0,51,In Stock,QuickMart,10,45.2,Available
FLP1260,L'Oreal EDT 43,L'Oreal,Beauty,Fragrances,270.0,360.0,25,4.0,477,In Stock,FlashSale,5,77.5,Available
FLP1261,Vivo Note,Vivo,Electronics,Smartphones,57141.5,87910.0,35,4.3,2305,In Stock,RetailWorld,2,80.6,Available
FLP1262,Realme Watch Pro SE,Realme,Electronics,Smartwatches,95335.5,146670.0,35,4.2,75,In Stock,ValueStore,3,50.7,Available
FLP1263,Oppo DSLR SE,Oppo,Electronics,Cameras,32050.0,32050.0,0,3.8,365,In Stock,TechZone,2,87.3,Available
FLP1264,LG Air 78,LG,Electronics,Tablets,19509.0,65030.0,70,3.1,1049,Out of Stock,ShopKart,5,51.4,Sold Out
FLP1265,Funskool Badminton Set 28,Funskool,Toys,Outdoor Toys,324.0,810.0,60,4.8,675,In Stock,QuickMart,3,70.6,Available
FLP1266,ITC Energy Drink 86,ITC,Groceries,Beverages,1098.0,1220.0,10,4.2,597,In Stock,SmartBuy,2,67.1,Available
FLP1267,Harper Collins Novel Ultra,Harper Collins,Books,Fiction,448.0,640.0,30,2.6,606,In Stock,MegaMart,7,52.3,Available
FLP1268,Head Helmet Lite,Head,Sports,Cricket,2607.0,4740.0,45,2.9,222,Limited Stock,SmartBuy,7,47.3,Low Stock
FLP1269,H&M Cap SE,H&M,Fashion,Accessories,3854.5,5930.0,35,3.2,173,In Stock,ValueStore,3,55.1,Available
FLP1270,Xiaomi Slate 49,Xiaomi,Electronics,Tablets,7897.5,12150.0,35,5.0,828,In Stock,BrandHub,5,44.7,Available
FLP1271,Oxford Novel,Oxford,Books,Fiction,116.0,290.0,60,2.7,830,In Stock,SmartBuy,3,78.1,Available
FLP1272,Reebok Yoga Block,Reebok,Sports,Yoga,26060.0,26060.0,0,3.5,1008,In Stock,QuickMart,3,63.9,Available
FLP1273,Samsung Ultra Max,Samsung,Electronics,Laptops,26767.0,41180.0,35,4.5,1222,In Stock,SmartBuy,3,70.9,Available
FLP1274,Xiaomi Neo Lite,Xiaomi,Electronics,Smartphones,32455.5,59010.0,45,2.2,358,In Stock,BrandHub,3,81.9,Available
FLP1275,Penguin Productivity 96,Penguin,Books,Self Help,576.0,640.0,10,4.6,348,In Stock,DailyDeals,2,37.3,Available
FLP1276,Nike Shirt 92,Nike,Fashion,Men's Clothing,6543.0,7270.0,10,3.3,800,In Stock,SmartBuy,2,43.3,Available
FLP1277,W Sneakers 75,W,Fashion,Footwear,2600.0,4000.0,35,3.6,524,In Stock,MegaMart,3,88.0,Available
FLP1278,Dove Toothbrush SE,Dove,Beauty,Personal Care,1482.0,1560.0,5,3.3,605,In Stock,SmartBuy,2,67.1,Available
FLP1279,L'Oreal Hair Oil Plus,L'Oreal,Beauty,Haircare,2235.5,2630.0,15,4.9,794,Out of Stock,RetailWorld,3,43.7,Sold Out
FLP1280,Dove Foundation SE,Dove,Beauty,Makeup,3178.0,4540.0,30,3.8,1103,Out of Stock,BestDeals,3,68.5,Sold Out
FLP1281,S. Chand Guide SE,S. Chand,Books,Educational,729.0,810.0,10,4.7,206,In Stock,EliteSeller,1,30.6,Available
FLP1282,Britannia Butter 84,Britannia,Groceries,Dairy,306.0,360.0,15,3.9,235,Out of Stock,BrandHub,2,47.9,Sold Out
FLP1283,Motorola Edge 77,Motorola,Electronics,Smartphones,49032.5,89150.0,45,5.0,49,In Stock,RetailWorld,7,83.2,Available
FLP1284,Mattel Car 33,Mattel,Toys,Action Figures,5955.0,7940.0,25,3.1,431,Limited Stock,PrimeSeller,3,79.0,Low Stock
FLP1285,Biotique Conditioner,Biotique,Beauty,Haircare,3210.0,3210.0,0,3.4,18,Out of Stock,ShopKart,3,69.1,Sold Out
FLP1286,Cello Bed Sheet,Cello,Home & Kitchen,Bedding,22496.5,34610.0,35,3.8,313,In Stock,RetailWorld,3,68.7,Available
FLP1287,Oxford Biography 15,Oxford,Books,Non-Fiction,802.5,1070.0,25,3.8,391,In Stock,TopBrands,2,73.6,Available
FLP1288,Bloomsbury Graphic Novel,Bloomsbury,Books,Comics,285.0,570.0,50,4.5,168,Limited Stock,BestDeals,3,64.5,Low Stock
FLP1289,Xiaomi Gaming Lite,Xiaomi,Electronics,Laptops,61292.0,111440.0,45,3.5,446,Out of Stock,ShopKart,5,64.7,Sold Out
FLP1290,Apple Plus,Apple,Electronics,Smartphones,99770.0,99770.0,0,4.2,15,In Stock,BestDeals,2,68.0,Available
FLP1291,Arihant Novel SE,Arihant,Books,Fiction,655.5,690.0,5,3.6,19,In Stock,TechZone,2,51.5,Available
FLP1292,W Kurta,W,Fashion,Men's Clothing,2737.0,3220.0,15,4.1,864,Limited Stock,MegaMart,3,27.8,Low Stock
FLP1293,Bosch Chair Pro,Bosch,Home & Kitchen,Furniture,26780.0,26780.0,0,4.2,223,In Stock,TechZone,3,65.7,Available
FLP1294,Arihant Thriller 15,Arihant,Books,Fiction,650.0,1000.0,35,4.5,67,In Stock,EliteSeller,1,63.8,Available
FLP1295,Harper Collins Workbook Max,Harper Collins,Books,Educational,69.0,230.0,70,4.0,369,In Stock,FlashSale,3,63.2,Available
FLP1296,Chhota Bheem Monopoly,Chhota Bheem,Toys,Board Games,5904.0,6560.0,10,4.4,734,In Stock,TechZone,5,78.3,Available
FLP1297,Samsung Sport Band 33,Samsung,Electronics,Smartwatches,132597.0,147330.0,10,5.0,121,In Stock,EliteSeller,3,91.7,Available
FLP1298,Puma Shirt SE,Puma,Fashion,Men's Clothing,4810.0,7400.0,35,4.4,487,In Stock,MegaMart,2,78.4,Available
FLP1299,Speedo Lock,Speedo,Sports,Cycling,3475.0,6950.0,50,4.5,44,In Stock,TopBrands,3,47.7,Available
FLP1300,Puma Cap,Puma,Fashion,Accessories,7578.0,12630.0,40,4.7,26,In Stock,TechZone,7,47.7,Available
FLP1301,SS Resistance Band 20,SS,Sports,Fitness,8104.0,10130.0,20,4.4,378,In Stock,EliteSeller,3,69.4,Available
FLP1302,Neutrogena Face Wash,Neutrogena,Beauty,Skincare,2175.5,2290.0,5,5.0,388,In Stock,BrandHub,3,61.0,Available
FLP1303,Motorola Earbuds 38,Motorola,Electronics,Headphones,58464.0,97440.0,40,3.0,507,In Stock,MegaMart,2,53.9,Available
FLP1304,Wilson Gloves 55,Wilson,Sports,Cycling,16185.0,21580.0,25,3.8,647,Out of Stock,MegaMart,2,55.4,Sold Out
FLP1305,Prestige Toaster,Prestige,Home & Kitchen,Kitchen Appliances,46670.0,71800.0,35,4.6,1861,Out of Stock,SmartBuy,2,89.5,Sold Out
FLP1306,Barbie Dinosaur 25,Barbie,Toys,Action Figures,5635.5,6630.0,15,3.8,363,In Stock,DailyDeals,7,55.7,Available
FLP1307,L'Oreal Razor Plus,L'Oreal,Beauty,Personal Care,4820.0,4820.0,0,3.7,195,Limited Stock,ShopKart,5,63.8,Low Stock
FLP1308,Apple Pro 45,Apple,Electronics,Laptops,33643.5,61170.0,45,3.4,792,Limited Stock,FlashSale,3,54.1,Low Stock
FLP1309,Philips Table,Philips,Home & Kitchen,Furniture,13324.0,33310.0,60,4.5,157,Out of Stock,BestDeals,3,49.3,Sold Out
FLP1310,Realme Watch Pro Lite,Realme,Electronics,Smartwatches,52280.0,104560.0,50,4.6,288,Limited Stock,TopBrands,2,88.3,Low Stock
FLP1311,Mamaearth Perfume,Mamaearth,Beauty,Fragrances,1050.0,1500.0,30,4.2,40,In Stock,FlashSale,2,42.3,Available
FLP1312,Penguin Economics SE,Penguin,Books,Non-Fiction,856.0,1070.0,20,4.1,12,In Stock,BrandHub,3,88.9,Available
FLP1313,LG Sport Band Max,LG,Electronics,Smartwatches,36834.0,61390.0,40,4.2,1643,In Stock,PrimeSeller,5,30.0,Available
FLP1314,Amul Cookies Ultra,Amul,Groceries,Snacks,952.0,1120.0,15,3.0,903,Limited Stock,ShopKart,5,41.1,Low Stock
FLP1315,Xiaomi Smartwatch 58,Xiaomi,Electronics,Smartwatches,42894.0,47660.0,10,4.2,595,Limited Stock,FlashSale,5,64.2,Low Stock
FLP1316,Philips Table Pro,Philips,Home & Kitchen,Furniture,37544.0,46930.0,20,4.7,262,Limited Stock,ShopKart,1,65.8,Low Stock
FLP1317,Barbie Building Blocks Pro,Barbie,Toys,Educational Toys,3816.0,6360.0,40,3.1,95,In Stock,QuickMart,2,92.2,Available
FLP1318,FabIndia Tote Max,FabIndia,Fashion,Bags,1402.5,1650.0,15,4.7,85,In Stock,BrandHub,2,45.3,Available
FLP1319,Nivia Cricket Bat 97,Nivia,Sports,Cricket,13110.5,20170.0,35,4.0,144,Limited Stock,SmartBuy,2,93.6,Low Stock
FLP1320,Head Helmet,Head,Sports,Cricket,3168.0,7920.0,60,3.6,398,Out of Stock,FlashSale,3,100.0,Sold Out
FLP1321,Chhota Bheem Superhero Figure SE,Chhota Bheem,Toys,Action Figures,3999.5,4210.0,5,4.8,626,In Stock,EliteSeller,1,100.0,Available
FLP1322,Vivo Smartwatch,Vivo,Electronics,Smartwatches,107244.5,126170.0,15,2.8,539,Limited Stock,TopBrands,5,57.7,Low Stock
FLP1323,Harper Collins Mystery 62,Harper Collins,Books,Fiction,180.0,200.0,10,4.1,164,In Stock,DailyDeals,2,40.4,Available
FLP1324,Nike Slippers,Nike,Fashion,Footwear,5728.5,6030.0,5,2.9,1549,In Stock,PrimeSeller,5,58.8,Available
FLP1325,Dabur Chips Plus,Dabur,Groceries,Snacks,952.0,1190.0,20,3.5,669,Limited Stock,BestDeals,3,54.9,Low Stock
FLP1326,LG Action Cam Ultra,LG,Electronics,Cameras,23885.0,47770.0,50,4.6,404,Limited Stock,QuickMart,5,88.7,Low Stock
FLP1327,Motorola Neo Max,Motorola,Electronics,Smartphones,54906.0,91510.0,40,3.6,473,In Stock,BrandHub,5,62.5,Available
FLP1328,Philips Wardrobe SE,Philips,Home & Kitchen,Furniture,14440.0,18050.0,20,4.1,272,Out of Stock,TechZone,7,76.9,Sold Out
FLP1329,H&M Jeans Lite,H&M,Fashion,Men's Clothing,696.0,1740.0,60,2.4,142,In Stock,TechZone,5,41.1,Available
FLP1330,MDH Butter,MDH,Groceries,Dairy,379.5,690.0,45,3.3,220,In Stock,PrimeSeller,3,39.1,Available
FLP1331,Vivo Slim Max,Vivo,Electronics,Laptops,33840.0,45120.0,25,4.7,709,Limited Stock,TechZone,3,89.3,Low Stock
FLP1332,Apple Earbuds Ultra,Apple,Electronics,Headphones,114354.0,127060.0,10,4.3,7,Out of Stock,RetailWorld,3,56.7,Sold Out
FLP1333,Head Lock 93,Head,Sports,Cycling,19677.5,23150.0,15,4.6,61,In Stock,ValueStore,10,50.9,Available
FLP1334,Realme TWS Plus,Realme,Electronics,Headphones,14646.0,24410.0,40,3.2,23,In Stock,QuickMart,5,63.7,Available
FLP1335,Usha Sofa,Usha,Home & Kitchen,Furniture,37960.0,75920.0,50,4.2,20,Out of Stock,TechZone,7,56.9,Sold Out
FLP1336,Nike Kurti 15,Nike,Fashion,Women's Clothing,6078.0,10130.0,40,4.5,967,In Stock,TechZone,3,54.6,Available
FLP1337,Arihant Manga 76,Arihant,Books,Comics,1016.0,1270.0,20,3.1,608,In Stock,SmartBuy,3,52.7,Available
FLP1338,Oppo Mirrorless,Oppo,Electronics,Cameras,92625.0,123500.0,25,3.1,321,In Stock,TechZone,3,66.9,Available
FLP1339,Havells Vase Max,Havells,Home & Kitchen,Decor,11196.0,12440.0,10,3.2,51,In Stock,TopBrands,2,89.2,Available
FLP1340,Philips Detergent,Philips,Home & Kitchen,Cleaning,36372.0,51960.0,30,4.1,338,In Stock,RetailWorld,2,65.8,Available
FLP1341,LG Air 20,LG,Electronics,Laptops,79167.0,143940.0,45,4.9,320,Limited Stock,ShopKart,5,59.5,Low Stock
FLP1342,Nestle Lentils Plus,Nestle,Groceries,Staples,245.0,350.0,30,2.9,95,Out of Stock,DailyDeals,2,43.9,Sold Out
FLP1343,Van Heusen Cap,Van Heusen,Fashion,Accessories,7633.0,8980.0,15,3.6,284,In Stock,ShopKart,3,72.4,Available
FLP1344,Motorola Compact Pro,Motorola,Electronics,Cameras,27591.0,91970.0,70,2.8,254,In Stock,DailyDeals,5,58.4,Available
FLP1345,Milton Duvet Ultra,Milton,Home & Kitchen,Bedding,28020.0,70050.0,60,3.4,478,Out of Stock,SmartBuy,5,62.3,Sold Out
FLP1346,Nivia Water Bottle,Nivia,Sports,Cycling,10352.0,12940.0,20,3.4,504,Limited Stock,RetailWorld,2,67.1,Low Stock
FLP1347,Pan Macmillan Mystery 23,Pan Macmillan,Books,Fiction,498.0,830.0,40,4.9,23,In Stock,DailyDeals,2,66.3,Available
FLP1348,Mamaearth Blush,Mamaearth,Beauty,Makeup,1627.5,2170.0,25,2.2,234,In Stock,PrimeSeller,2,24.9,Available
FLP1349,Morphy Richards Bed Sheet Max,Morphy Richards,Home & Kitchen,Bedding,43499.5,79090.0,45,3.3,491,Out of Stock,QuickMart,7,90.9,Sold Out
FLP1350,Vivo Earbuds 21,Vivo,Electronics,Headphones,35694.0,118980.0,70,2.9,349,Out of Stock,SmartBuy,2,55.3,Sold Out
FLP1351,Maybelline Toner 93,Maybelline,Beauty,Skincare,1042.5,1390.0,25,4.1,970,In Stock,SuperStore,10,67.7,Available
FLP1352,Nestle Biscuits Ultra,Nestle,Groceries,Snacks,630.5,970.0,35,5.0,537,Limited Stock,MegaMart,3,67.6,Low Stock
FLP1353,Scholastic Strip Collection 55,Scholastic,Books,Comics,780.0,1040.0,25,3.9,88,In Stock,ValueStore,10,65.5,Available
FLP1354,Lakme Trimmer 54,Lakme,Beauty,Personal Care,3524.5,3710.0,5,4.7,36,Out of Stock,BestDeals,3,52.7,Sold Out
FLP1355,Neutrogena Hair Serum,Neutrogena,Beauty,Haircare,2563.0,4660.0,45,4.3,514,In Stock,EliteSeller,3,65.4,Available
FLP1356,Inalsa Lamp Max,Inalsa,Home & Kitchen,Decor,35832.5,65150.0,45,3.9,13,In Stock,TopBrands,3,86.6,Available
FLP1357,Barbie Scrabble Lite,Barbie,Toys,Board Games,1054.5,1110.0,5,3.0,440,In Stock,MegaMart,5,88.7,Available
FLP1358,Xiaomi Air,Xiaomi,Electronics,Tablets,32662.0,46660.0,30,3.3,1408,In Stock,SmartBuy,7,32.1,Available
FLP1359,Nivea Conditioner,Nivea,Beauty,Haircare,2159.0,2540.0,15,3.9,428,In Stock,EliteSeller,2,79.8,Available
FLP1360,Sony Neo 73,Sony,Electronics,Smartphones,28200.0,94000.0,70,5.0,245,Out of Stock,TopBrands,3,25.6,Sold Out
FLP1361,Realme TWS 14,Realme,Electronics,Headphones,18807.0,62690.0,70,3.7,515,Out of Stock,ValueStore,3,61.9,Sold Out
FLP1362,Barbie Army Set 84,Barbie,Toys,Action Figures,3128.0,7820.0,60,3.3,306,In Stock,PrimeSeller,5,63.0,Available
FLP1363,L'Oreal Eyeliner Max,L'Oreal,Beauty,Makeup,2371.5,2790.0,15,3.7,394,In Stock,EliteSeller,2,100.0,Available
FLP1364,H&M Wallet 40,H&M,Fashion,Accessories,3811.5,6930.0,45,4.5,1419,In Stock,BrandHub,1,84.2,Available
FLP1365,Puma Lehenga 78,Puma,Fashion,Women's Clothing,7250.0,7250.0,0,4.3,243,Limited Stock,EliteSeller,5,86.1,Low Stock
FLP1366,Inalsa Cushion 90,Inalsa,Home & Kitchen,Decor,68750.0,68750.0,0,3.0,1624,In Stock,SuperStore,5,83.3,Available
FLP1367,Zara Slippers Ultra,Zara,Fashion,Footwear,2562.0,8540.0,70,3.9,1178,In Stock,DailyDeals,7,69.0,Available
FLP1368,Dove Hair Serum Max,Dove,Beauty,Haircare,920.0,1840.0,50,2.7,108,In Stock,QuickMart,1,62.7,Available
FLP1369,Hot Wheels Science Kit 50,Hot Wheels,Toys,Educational Toys,2816.0,5120.0,45,2.6,35,In Stock,SuperStore,2,89.6,Available
FLP1370,H&M Sunglasses,H&M,Fashion,Accessories,4005.0,13350.0,70,4.3,53,In Stock,QuickMart,10,50.6,Available
FLP1371,Harper Collins Motivation,Harper Collins,Books,Self Help,273.0,390.0,30,4.1,9,Limited Stock,TechZone,3,69.4,Low Stock
FLP1372,Adidas Saree,Adidas,Fashion,Women's Clothing,6951.0,9930.0,30,3.7,49,In Stock,RetailWorld,3,79.0,Available
FLP1373,Neutrogena Blush Ultra,Neutrogena,Beauty,Makeup,1434.0,2390.0,40,4.7,574,In Stock,TopBrands,7,55.0,Available
FLP1374,Himalaya Body Wash 66,Himalaya,Beauty,Personal Care,1330.0,2660.0,50,2.4,36,In Stock,ValueStore,2,55.8,Available
FLP1375,Nike Loafers,Nike,Fashion,Footwear,90.0,300.0,70,4.3,192,In Stock,EliteSeller,1,50.0,Available
FLP1376,Usha Lamp SE,Usha,Home & Kitchen,Decor,18880.0,18880.0,0,3.5,931,Limited Stock,DailyDeals,3,61.1,Low Stock
FLP1377,Levi's Scarf 97,Levi's,Fashion,Accessories,2919.0,4170.0,30,3.3,11,Out of Stock,DailyDeals,3,47.9,Sold Out
FLP1378,Rupa Leadership 99,Rupa,Books,Self Help,342.0,360.0,5,4.1,842,In Stock,BestDeals,3,80.1,Available
FLP1379,Nike Blouse,Nike,Fashion,Women's Clothing,14550.0,14550.0,0,4.0,165,In Stock,QuickMart,5,73.5,Available
FLP1380,Oppo Slim,Oppo,Electronics,Laptops,19782.0,65940.0,70,4.7,62,In Stock,FlashSale,5,1.0,Available
